44.031	44.069	44.106	44.143	44.18	44.217	44.254	44.291	44.328	44.365	44.402	44.438	44.475	44.512	44.549	44.586	44.623	44.66	44.697	44.734	44.77	44.807	44.844	44.881	44.918	44.954	44.991	45.028	45.065	45.101	45.138	45.175	45.211	45.248	45.285	45.321	45.358	45.395	45.431	45.468	45.504	45.541	45.577	45.614	45.651	45.687	45.724	45.76	45.796	45.833	45.869	45.906	45.942	45.979	46.015	46.051	46.088	46.124	46.161	46.197	46.233	46.269	46.306	46.342	46.378	46.415	46.451	46.487	46.523	46.559	46.596	46.632	46.668	46.704	46.74	46.776	46.812	46.848	46.884	46.921	46.957	46.993	47.029	47.065	47.101	47.137
44.006	44.043	44.08	44.117	44.154	44.191	44.228	44.265	44.302	44.339	44.375	44.412	44.449	44.486	44.523	44.56	44.597	44.634	44.67	44.707	44.744	44.781	44.818	44.854	44.891	44.928	44.965	45.001	45.038	45.075	45.112	45.148	45.185	45.222	45.258	45.295	45.331	45.368	45.405	45.441	45.478	45.514	45.551	45.587	45.624	45.66	45.697	45.733	45.77	45.806	45.843	45.879	45.915	45.952	45.988	46.025	46.061	46.097	46.134	46.17	46.206	46.242	46.279	46.315	46.351	46.387	46.424	46.46	46.496	46.532	46.568	46.605	46.641	46.677	46.713	46.749	46.785	46.821	46.857	46.893	46.929	46.965	47.001	47.037	47.073	47.109
43.98	44.017	44.054	44.091	44.128	44.165	44.202	44.239	44.276	44.313	44.35	44.386	44.423	44.46	44.497	44.534	44.571	44.608	44.644	44.681	44.718	44.755	44.792	44.828	44.865	44.902	44.938	44.975	45.012	45.049	45.085	45.122	45.159	45.195	45.232	45.268	45.305	45.342	45.378	45.415	45.451	45.488	45.524	45.561	45.597	45.634	45.67	45.707	45.743	45.78	45.816	45.852	45.889	45.925	45.961	45.998	46.034	46.07	46.107	46.143	46.179	46.216	46.252	46.288	46.324	46.361	46.397	46.433	46.469	46.505	46.541	46.577	46.614	46.65	46.686	46.722	46.758	46.794	46.83	46.866	46.902	46.938	46.974	47.01	47.046	47.082
43.954	43.991	44.028	44.065	44.102	44.139	44.176	44.213	44.25	44.286	44.323	44.36	44.397	44.434	44.471	44.508	44.544	44.581	44.618	44.655	44.692	44.728	44.765	44.802	44.839	44.875	44.912	44.949	44.985	45.022	45.059	45.095	45.132	45.169	45.205	45.242	45.278	45.315	45.351	45.388	45.424	45.461	45.497	45.534	45.57	45.607	45.643	45.68	45.716	45.753	45.789	45.825	45.862	45.898	45.934	45.971	46.007	46.043	46.08	46.116	46.152	46.188	46.225	46.261	46.297	46.333	46.369	46.406	46.442	46.478	46.514	46.55	46.586	46.622	46.658	46.694	46.73	46.766	46.802	46.838	46.874	46.91	46.946	46.982	47.018	47.054
43.928	43.965	44.002	44.039	44.076	44.113	44.15	44.187	44.224	44.261	44.298	44.334	44.371	44.408	44.445	44.482	44.519	44.555	44.592	44.629	44.666	44.702	44.739	44.776	44.813	44.849	44.886	44.923	44.959	44.996	45.033	45.069	45.106	45.142	45.179	45.216	45.252	45.289	45.325	45.362	45.398	45.435	45.471	45.508	45.544	45.58	45.617	45.653	45.69	45.726	45.763	45.799	45.835	45.872	45.908	45.944	45.98	46.017	46.053	46.089	46.126	46.162	46.198	46.234	46.27	46.307	46.343	46.379	46.415	46.451	46.487	46.523	46.559	46.595	46.631	46.667	46.703	46.739	46.775	46.811	46.847	46.883	46.919	46.955	46.991	47.027
43.902	43.939	43.976	44.013	44.05	44.087	44.124	44.161	44.198	44.235	44.272	44.308	44.345	44.382	44.419	44.456	44.492	44.529	44.566	44.603	44.639	44.676	44.713	44.75	44.786	44.823	44.86	44.896	44.933	44.97	45.006	45.043	45.079	45.116	45.152	45.189	45.226	45.262	45.299	45.335	45.372	45.408	45.445	45.481	45.517	45.554	45.59	45.627	45.663	45.699	45.736	45.772	45.808	45.845	45.881	45.917	45.954	45.99	46.026	46.062	46.099	46.135	46.171	46.207	46.243	46.279	46.316	46.352	46.388	46.424	46.46	46.496	46.532	46.568	46.604	46.64	46.676	46.712	46.748	46.784	46.82	46.856	46.892	46.928	46.964	47
43.876	43.913	43.95	43.987	44.024	44.061	44.098	44.135	44.172	44.209	44.245	44.282	44.319	44.356	44.393	44.43	44.466	44.503	44.54	44.577	44.613	44.65	44.687	44.723	44.76	44.797	44.833	44.87	44.907	44.943	44.98	45.016	45.053	45.089	45.126	45.163	45.199	45.236	45.272	45.309	45.345	45.382	45.418	45.454	45.491	45.527	45.564	45.6	45.636	45.673	45.709	45.745	45.782	45.818	45.854	45.89	45.927	45.963	45.999	46.035	46.072	46.108	46.144	46.18	46.216	46.252	46.289	46.325	46.361	46.397	46.433	46.469	46.505	46.541	46.577	46.613	46.649	46.685	46.721	46.757	46.793	46.829	46.865	46.9	46.936	46.972
43.851	43.888	43.924	43.961	43.998	44.035	44.072	44.109	44.146	44.183	44.219	44.256	44.293	44.33	44.367	44.403	44.44	44.477	44.514	44.55	44.587	44.624	44.66	44.697	44.734	44.77	44.807	44.844	44.88	44.917	44.953	44.99	45.026	45.063	45.1	45.136	45.173	45.209	45.246	45.282	45.318	45.355	45.391	45.428	45.464	45.5	45.537	45.573	45.61	45.646	45.682	45.719	45.755	45.791	45.827	45.864	45.9	45.936	45.972	46.008	46.045	46.081	46.117	46.153	46.189	46.225	46.261	46.298	46.334	46.37	46.406	46.442	46.478	46.514	46.55	46.586	46.622	46.658	46.694	46.729	46.765	46.801	46.837	46.873	46.909	46.945
43.825	43.862	43.899	43.936	43.972	44.009	44.046	44.083	44.12	44.157	44.194	44.23	44.267	44.304	44.341	44.377	44.414	44.451	44.488	44.524	44.561	44.598	44.634	44.671	44.708	44.744	44.781	44.817	44.854	44.891	44.927	44.964	45	45.037	45.073	45.11	45.146	45.183	45.219	45.256	45.292	45.328	45.365	45.401	45.438	45.474	45.51	45.547	45.583	45.619	45.656	45.692	45.728	45.764	45.801	45.837	45.873	45.909	45.945	45.982	46.018	46.054	46.09	46.126	46.162	46.198	46.235	46.271	46.307	46.343	46.379	46.415	46.451	46.487	46.523	46.559	46.595	46.63	46.666	46.702	46.738	46.774	46.81	46.846	46.882	46.917
43.799	43.836	43.873	43.91	43.947	43.983	44.02	44.057	44.094	44.131	44.167	44.204	44.241	44.278	44.315	44.351	44.388	44.425	44.461	44.498	44.535	44.571	44.608	44.645	44.681	44.718	44.754	44.791	44.828	44.864	44.901	44.937	44.974	45.01	45.047	45.083	45.12	45.156	45.193	45.229	45.265	45.302	45.338	45.375	45.411	45.447	45.484	45.52	45.556	45.593	45.629	45.665	45.701	45.738	45.774	45.81	45.846	45.882	45.919	45.955	45.991	46.027	46.063	46.099	46.135	46.171	46.208	46.244	46.28	46.316	46.352	46.388	46.424	46.46	46.495	46.531	46.567	46.603	46.639	46.675	46.711	46.747	46.783	46.818	46.854	46.89
