42.687	42.724	42.76	42.797	42.833	42.87	42.906	42.943	42.979	43.016	43.052	43.089	43.125	43.161	43.198	43.234	43.27	43.307	43.343	43.38	43.416	43.452	43.489	43.525	43.561	43.597	43.634	43.67	43.706	43.742	43.778	43.815	43.851	43.887	43.923	43.959	43.995	44.031	44.067	44.104	44.14	44.176	44.212	44.248	44.284	44.32	44.356	44.392	44.428	44.464	44.5	44.535	44.571	44.607	44.643	44.679	44.715	44.751	44.786	44.822	44.858	44.894	44.93	44.965	45.001	45.037	45.072	45.108	45.144	45.179	45.215	45.251	45.286	45.322	45.358	45.393	45.429	45.464	45.5	45.535	45.571	45.606	45.642	45.677	45.713	45.748	45.783	45.819	45.854	45.889	45.925	45.96	45.996	46.031	46.066	46.101	46.137	46.172	46.207	46.242	46.278	46.313	46.348	46.383	46.418	46.453	46.488	46.523	46.558	46.594	46.629	46.664	46.699	46.734	46.769	46.804	46.838	46.873	46.908	46.943	46.978	47.013	47.048	47.083	47.117	47.152	47.187
42.717	42.753	42.79	42.826	42.863	42.899	42.936	42.972	43.009	43.045	43.082	43.118	43.155	43.191	43.228	43.264	43.3	43.337	43.373	43.409	43.446	43.482	43.519	43.555	43.591	43.627	43.664	43.7	43.736	43.772	43.809	43.845	43.881	43.917	43.953	43.989	44.026	44.062	44.098	44.134	44.17	44.206	44.242	44.278	44.314	44.35	44.386	44.422	44.458	44.494	44.53	44.566	44.602	44.638	44.674	44.71	44.745	44.781	44.817	44.853	44.889	44.925	44.96	44.996	45.032	45.068	45.103	45.139	45.175	45.21	45.246	45.282	45.317	45.353	45.389	45.424	45.46	45.495	45.531	45.566	45.602	45.637	45.673	45.708	45.744	45.779	45.815	45.85	45.885	45.921	45.956	45.992	46.027	46.062	46.098	46.133	46.168	46.203	46.239	46.274	46.309	46.344	46.38	46.415	46.45	46.485	46.52	46.555	46.59	46.625	46.66	46.695	46.73	46.765	46.8	46.835	46.87	46.905	46.94	46.975	47.01	47.045	47.08	47.115	47.15	47.184	47.219
42.746	42.783	42.819	42.856	42.892	42.929	42.966	43.002	43.039	43.075	43.112	43.148	43.185	43.221	43.257	43.294	43.33	43.367	43.403	43.439	43.476	43.512	43.548	43.585	43.621	43.657	43.694	43.73	43.766	43.802	43.839	43.875	43.911	43.947	43.983	44.02	44.056	44.092	44.128	44.164	44.2	44.236	44.272	44.308	44.345	44.381	44.417	44.453	44.489	44.525	44.561	44.597	44.632	44.668	44.704	44.74	44.776	44.812	44.848	44.884	44.92	44.955	44.991	45.027	45.063	45.098	45.134	45.17	45.206	45.241	45.277	45.313	45.348	45.384	45.42	45.455	45.491	45.526	45.562	45.597	45.633	45.669	45.704	45.74	45.775	45.81	45.846	45.881	45.917	45.952	45.988	46.023	46.058	46.094	46.129	46.164	46.2	46.235	46.27	46.305	46.341	46.376	46.411	46.446	46.482	46.517	46.552	46.587	46.622	46.657	46.692	46.727	46.762	46.797	46.832	46.867	46.902	46.937	46.972	47.007	47.042	47.077	47.112	47.147	47.182	47.217	47.251
42.775	42.812	42.849	42.885	42.922	42.958	42.995	43.031	43.068	43.104	43.141	43.177	43.214	43.25	43.287	43.323	43.36	43.396	43.432	43.469	43.505	43.542	43.578	43.614	43.651	43.687	43.723	43.76	43.796	43.832	43.868	43.905	43.941	43.977	44.013	44.049	44.086	44.122	44.158	44.194	44.23	44.266	44.302	44.338	44.375	44.411	44.447	44.483	44.519	44.555	44.591	44.627	44.663	44.699	44.735	44.77	44.806	44.842	44.878	44.914	44.95	44.986	45.022	45.057	45.093	45.129	45.165	45.2	45.236	45.272	45.307	45.343	45.379	45.415	45.45	45.486	45.521	45.557	45.593	45.628	45.664	45.699	45.735	45.77	45.806	45.841	45.877	45.912	45.948	45.983	46.018	46.054	46.089	46.125	46.16	46.195	46.231	46.266	46.301	46.336	46.372	46.407	46.442	46.478	46.513	46.548	46.583	46.618	46.653	46.688	46.723	46.759	46.794	46.829	46.864	46.899	46.934	46.969	47.004	47.039	47.074	47.109	47.144	47.178	47.213	47.248	47.283
42.804	42.841	42.877	42.914	42.951	42.987	43.024	43.06	43.097	43.134	43.17	43.207	43.243	43.28	43.316	43.352	43.389	43.425	43.462	43.498	43.535	43.571	43.607	43.644	43.68	43.716	43.753	43.789	43.825	43.862	43.898	43.934	43.97	44.007	44.043	44.079	44.115	44.151	44.187	44.224	44.26	44.296	44.332	44.368	44.404	44.44	44.476	44.512	44.549	44.584	44.621	44.657	44.692	44.728	44.764	44.8	44.836	44.872	44.908	44.944	44.98	45.016	45.052	45.087	45.123	45.159	45.195	45.23	45.266	45.302	45.338	45.373	45.409	45.445	45.481	45.516	45.552	45.587	45.623	45.659	45.694	45.73	45.765	45.801	45.836	45.872	45.907	45.943	45.978	46.014	46.049	46.085	46.12	46.155	46.191	46.226	46.261	46.297	46.332	46.367	46.403	46.438	46.473	46.508	46.544	46.579	46.614	46.649	46.684	46.719	46.755	46.79	46.825	46.86	46.895	46.93	46.965	47	47.035	47.07	47.105	47.14	47.175	47.21	47.245	47.28	47.314
42.833	42.87	42.906	42.943	42.979	43.016	43.053	43.089	43.126	43.162	43.199	43.235	43.272	43.308	43.345	43.381	43.418	43.454	43.491	43.527	43.564	43.6	43.636	43.673	43.709	43.746	43.782	43.818	43.854	43.891	43.927	43.963	44	44.036	44.072	44.108	44.145	44.181	44.217	44.253	44.289	44.325	44.362	44.398	44.434	44.47	44.506	44.542	44.578	44.614	44.65	44.686	44.722	44.758	44.794	44.83	44.866	44.902	44.938	44.974	45.01	45.046	45.081	45.117	45.153	45.189	45.225	45.26	45.296	45.332	45.368	45.403	45.439	45.475	45.511	45.546	45.582	45.618	45.653	45.689	45.724	45.76	45.796	45.831	45.867	45.902	45.938	45.973	46.009	46.044	46.08	46.115	46.15	46.186	46.221	46.257	46.292	46.327	46.363	46.398	46.433	46.469	46.504	46.539	46.574	46.61	46.645	46.68	46.715	46.75	46.785	46.821	46.856	46.891	46.926	46.961	46.996	47.031	47.066	47.101	47.136	47.171	47.206	47.241	47.276	47.311	47.346
42.861	42.898	42.935	42.971	43.008	43.045	43.081	43.118	43.155	43.191	43.228	43.264	43.301	43.337	43.374	43.41	43.447	43.483	43.52	43.556	43.593	43.629	43.665	43.702	43.738	43.775	43.811	43.847	43.884	43.92	43.956	43.993	44.029	44.065	44.101	44.138	44.174	44.21	44.246	44.282	44.319	44.355	44.391	44.427	44.463	44.499	44.535	44.571	44.608	44.644	44.68	44.716	44.752	44.788	44.824	44.86	44.896	44.932	44.968	45.004	45.039	45.075	45.111	45.147	45.183	45.219	45.255	45.29	45.326	45.362	45.398	45.433	45.469	45.505	45.541	45.576	45.612	45.648	45.683	45.719	45.755	45.79	45.826	45.861	45.897	45.932	45.968	46.003	46.039	46.074	46.11	46.145	46.181	46.216	46.252	46.287	46.322	46.358	46.393	46.428	46.464	46.499	46.534	46.57	46.605	46.64	46.675	46.711	46.746	46.781	46.816	46.851	46.886	46.922	46.957	46.992	47.027	47.062	47.097	47.132	47.167	47.202	47.237	47.272	47.307	47.342	47.377
42.89	42.927	42.963	43	43.037	43.073	43.11	43.147	43.183	43.22	43.256	43.293	43.33	43.366	43.403	43.439	43.476	43.512	43.549	43.585	43.621	43.658	43.694	43.731	43.767	43.804	43.84	43.876	43.913	43.949	43.985	44.022	44.058	44.094	44.131	44.167	44.203	44.239	44.275	44.312	44.348	44.384	44.42	44.456	44.493	44.529	44.565	44.601	44.637	44.673	44.709	44.745	44.781	44.817	44.853	44.889	44.925	44.961	44.997	45.033	45.069	45.105	45.141	45.177	45.213	45.248	45.284	45.32	45.356	45.392	45.427	45.463	45.499	45.535	45.571	45.606	45.642	45.678	45.713	45.749	45.785	45.82	45.856	45.891	45.927	45.963	45.998	46.034	46.069	46.105	46.14	46.176	46.211	46.247	46.282	46.317	46.353	46.388	46.424	46.459	46.494	46.53	46.565	46.6	46.636	46.671	46.706	46.741	46.776	46.812	46.847	46.882	46.917	46.952	46.987	47.023	47.058	47.093	47.128	47.163	47.198	47.233	47.268	47.303	47.338	47.373	47.408
42.918	42.955	42.992	43.028	43.065	43.102	43.139	43.175	43.212	43.248	43.285	43.322	43.358	43.395	43.431	43.468	43.504	43.541	43.577	43.614	43.65	43.687	43.723	43.76	43.796	43.832	43.869	43.905	43.942	43.978	44.014	44.051	44.087	44.123	44.16	44.196	44.232	44.268	44.305	44.341	44.377	44.413	44.449	44.486	44.522	44.558	44.594	44.63	44.666	44.702	44.738	44.775	44.811	44.847	44.883	44.919	44.955	44.991	45.027	45.063	45.099	45.135	45.17	45.206	45.242	45.278	45.314	45.35	45.386	45.421	45.457	45.493	45.529	45.565	45.6	45.636	45.672	45.708	45.743	45.779	45.815	45.85	45.886	45.921	45.957	45.993	46.028	46.064	46.099	46.135	46.17	46.206	46.241	46.277	46.312	46.348	46.383	46.418	46.454	46.489	46.525	46.56	46.595	46.631	46.666	46.701	46.736	46.772	46.807	46.842	46.877	46.913	46.948	46.983	47.018	47.053	47.088	47.123	47.158	47.194	47.229	47.264	47.299	47.334	47.369	47.404	47.439
42.946	42.983	43.02	43.057	43.093	43.13	43.167	43.203	43.24	43.277	43.313	43.35	43.386	43.423	43.459	43.496	43.533	43.569	43.606	43.642	43.679	43.715	43.752	43.788	43.825	43.861	43.897	43.934	43.97	44.007	44.043	44.079	44.116	44.152	44.188	44.224	44.261	44.297	44.333	44.37	44.406	44.442	44.478	44.514	44.551	44.587	44.623	44.659	44.695	44.731	44.767	44.804	44.84	44.876	44.912	44.948	44.984	45.02	45.056	45.092	45.128	45.164	45.2	45.236	45.271	45.307	45.343	45.379	45.415	45.451	45.487	45.522	45.558	45.594	45.63	45.665	45.701	45.737	45.773	45.808	45.844	45.88	45.915	45.951	45.987	46.022	46.058	46.093	46.129	46.164	46.2	46.235	46.271	46.306	46.342	46.377	46.413	46.448	46.484	46.519	46.555	46.59	46.625	46.661	46.696	46.731	46.767	46.802	46.837	46.872	46.907	46.943	46.978	47.013	47.048	47.083	47.119	47.154	47.189	47.224	47.259	47.294	47.329	47.364	47.399	47.434	47.469
